Application_mode,Application_order,Course,Daytime_evening_attendance,Previous_qualification_grade,Mothers_qualification,Fathers_qualification,Mothers_occupation,Fathers_occupation,Admission_grade,Displaced,Debtor,Tuition_fees_up_to_date,Gender,Scholarship_holder,Age_at_enrollment,Curricular_units_1st_sem_enrolled,Curricular_units_1st_sem_evaluations,Curricular_units_1st_sem_approved,Curricular_units_1st_sem_grade,Curricular_units_2nd_sem_enrolled,Curricular_units_2nd_sem_evaluations,Curricular_units_2nd_sem_approved,Curricular_units_2nd_sem_grade,Unemployment_rate,Inflation_rate,GDP,Status,Status_encoded,SuccessRate_semester1,SuccessRate_semester2,Grade_improvement,Total_credit_enrolled,Total_credit_approval,is_financially_secure,economic_stress
1,3,9254,1,123.0,1,1,4,3,123.4,1,0,1,1,0,18,6,8,6,12.333333333333334,6,6,6,13.666666666666666,11.1,0.6,2.02,Graduate,1,1.0,1.0,1.3333333333333321,12,12,0,1.212
17,1,9147,1,120.0,3,38,3,7,124.2,1,0,1,1,0,18,5,13,5,12.0,5,9,4,11.4,13.9,-0.3,0.79,Enrolled,1,1.0,0.8,-0.5999999999999996,10,9,0,-0.237
44,1,9003,1,130.0,3,3,7,1,130.0,1,0,1,1,0,20,6,12,4,11.6,6,11,5,11.5,15.5,2.8,-4.06,Enrolled,1,0.6666666666666666,0.8333333333333334,-0.09999999999999964,12,9,0,-11.367999999999999
17,1,9773,1,130.0,19,38,4,9,126.2,0,0,1,1,1,18,6,7,6,11.333333333333334,6,8,6,12.285714285714286,16.2,0.3,-0.92,Graduate,1,1.0,1.0,0.9523809523809526,12,12,0,-0.276
17,1,9773,1,117.0,37,37,0,4,120.5,1,0,1,1,0,19,6,12,0,0.0,6,0,0,0.0,9.4,-0.8,-3.12,Dropout,0,0.0,0.0,0.0,12,0,0,2.4960000000000004
17,1,9119,1,131.0,1,3,9,10,123.7,1,0,1,1,0,20,5,7,4,12.0,5,8,2,12.5,10.8,1.4,1.74,Enrolled,1,0.8,0.4,0.5,10,6,0,2.436
17,1,9130,1,130.0,19,38,4,7,122.5,0,0,1,1,0,19,5,11,4,12.0,5,9,5,12.6,9.4,-0.8,-3.12,Graduate,1,0.8,1.0,0.5999999999999996,10,9,0,2.4960000000000004
39,1,9991,0,133.0,37,37,9,5,139.2,1,1,1,1,0,33,5,11,2,12.5,5,9,2,11.5,12.7,3.7,-1.7,Dropout,0,0.4,0.4,-1.0,10,4,0,-6.29
51,1,171,1,128.0,2,1,3,3,131.2,1,0,1,1,0,21,12,12,12,13.666666666666666,11,16,11,13.0,8.9,1.4,3.51,Graduate,1,1.0,1.0,-0.6666666666666661,23,23,0,4.914
39,1,9003,1,133.1,1,19,4,4,120.0,0,1,0,1,0,25,6,17,2,14.5,6,13,0,0.0,15.5,2.8,-4.06,Dropout,0,0.3333333333333333,0.0,-14.5,12,2,0,-11.367999999999999
1,1,9085,1,123.0,1,1,4,9,116.7,1,0,1,1,1,20,6,10,4,13.2,6,8,0,0.0,12.4,0.5,1.79,Dropout,0,0.6666666666666666,0.0,-13.2,12,4,0,0.895
53,1,9085,1,150.0,1,1,9,4,150.0,1,0,1,1,1,22,7,11,5,12.166666666666666,8,14,5,14.8,8.9,1.4,3.51,Dropout,0,0.7142857142857143,0.625,2.6333333333333346,15,10,0,4.914
39,1,9773,1,133.1,37,37,9,1,117.5,0,0,1,0,0,39,6,10,4,11.25,6,6,6,11.333333333333334,10.8,1.4,1.74,Graduate,1,0.6666666666666666,1.0,0.08333333333333393,12,10,0,2.436
1,2,9670,1,140.0,3,1,2,6,137.6,1,0,1,1,1,21,6,8,6,15.166666666666666,6,7,6,14.428571428571429,8.9,1.4,3.51,Graduate,1,1.0,1.0,-0.7380952380952372,12,12,0,4.914
17,1,9254,1,126.0,1,1,9,9,124.3,0,0,1,0,1,19,6,8,6,11.166666666666666,6,7,4,13.4,16.2,0.3,-0.92,Graduate,1,1.0,0.6666666666666666,2.2333333333333343,12,10,0,-0.276
39,1,9500,1,133.1,37,37,9,7,116.0,0,0,1,0,1,26,7,8,6,10.983333333333334,7,8,6,10.983333333333334,7.6,2.6,0.32,Graduate,1,0.8571428571428571,0.8571428571428571,0.0,14,12,0,0.8320000000000001
18,2,9238,1,121.0,19,1,4,3,121.4,1,0,1,0,1,19,6,8,4,10.75,6,11,5,11.5,15.5,2.8,-4.06,Graduate,1,0.6666666666666666,0.8333333333333334,0.75,12,9,0,-11.367999999999999
53,1,9085,1,140.0,1,3,4,2,142.8,1,0,0,0,1,20,12,15,11,13.384615384615383,9,13,7,14.285714285714286,8.9,1.4,3.51,Graduate,1,0.9166666666666666,0.7777777777777778,0.9010989010989032,21,18,1,4.914
17,1,9670,1,133.1,1,37,4,9,96.0,1,0,1,0,1,25,6,8,6,11.285714285714286,6,10,5,12.2,15.5,2.8,-4.06,Enrolled,1,1.0,0.8333333333333334,0.9142857142857128,12,11,0,-11.367999999999999
43,1,8014,0,131.0,19,37,8,5,125.0,0,0,1,1,0,24,6,13,0,0.0,6,6,0,0.0,16.2,0.3,-0.92,Dropout,0,0.0,0.0,0.0,12,0,0,-0.276
17,6,9119,1,124.0,19,19,4,0,126.1,1,0,1,1,0,20,5,7,4,13.0,5,9,5,14.833333333333334,7.6,2.6,0.32,Graduate,1,0.8,1.0,1.833333333333334,10,9,0,0.8320000000000001
39,1,9003,1,120.0,37,37,9,9,155.8,0,0,1,1,0,29,6,9,6,16.11111111111111,6,7,6,13.5,13.9,-0.3,0.79,Graduate,1,1.0,1.0,-2.6111111111111107,12,12,0,-0.237
1,1,9773,1,133.1,1,3,9,9,116.0,0,0,1,1,0,20,6,8,6,11.5,6,8,6,11.0,16.2,0.3,-0.92,Graduate,1,1.0,1.0,-0.5,12,12,0,-0.276
44,1,9130,1,110.0,3,4,2,2,110.0,1,0,1,1,0,20,6,15,4,10.75,6,12,2,10.5,13.9,-0.3,0.79,Dropout,0,0.6666666666666666,0.3333333333333333,-0.25,12,6,0,-0.237
39,1,9670,1,133.1,19,1,5,8,97.2,1,0,1,1,1,24,6,10,4,11.6,6,8,5,13.0,11.1,0.6,2.02,Graduate,1,0.6666666666666666,0.8333333333333334,1.4000000000000004,12,9,0,1.212
39,1,9500,1,133.1,1,3,2,2,100.0,0,1,1,1,0,24,7,21,0,0.0,7,7,0,0.0,16.2,0.3,-0.92,Dropout,0,0.0,0.0,0.0,14,0,0,-0.276
7,1,9119,1,140.0,3,1,2,5,140.0,0,0,1,1,0,23,5,5,5,13.8,5,7,5,14.142857142857142,11.1,0.6,2.02,Graduate,1,1.0,1.0,0.34285714285714164,10,10,0,1.212
43,1,9556,1,130.0,1,37,5,5,128.0,1,0,1,1,0,20,7,8,7,13.585714285714284,8,8,8,14.6875,15.5,2.8,-4.06,Graduate,1,1.0,1.0,1.1017857142857164,15,15,0,-11.367999999999999
17,2,9670,1,110.0,1,1,4,10,115.3,1,0,1,1,0,19,6,8,6,13.857142857142858,6,8,5,13.0,15.5,2.8,-4.06,Graduate,1,1.0,0.8333333333333334,-0.8571428571428577,12,11,0,-11.367999999999999
39,1,9003,1,140.0,37,37,9,8,150.0,0,0,1,1,0,28,6,12,5,12.0,6,10,6,12.333333333333334,11.1,0.6,2.02,Enrolled,1,0.8333333333333334,1.0,0.3333333333333339,12,11,0,1.212
44,1,9003,1,160.0,1,38,4,4,160.0,1,0,1,1,1,20,6,9,6,13.444444444444445,6,9,5,12.6,13.9,-0.3,0.79,Graduate,1,1.0,0.8333333333333334,-0.844444444444445,12,11,0,-0.237
1,1,9070,1,138.0,38,37,3,3,133.1,0,0,1,1,0,18,6,6,6,14.0,6,7,6,13.857142857142858,8.9,1.4,3.51,Graduate,1,1.0,1.0,-0.14285714285714235,12,12,0,4.914
1,1,9670,1,126.0,1,1,90,90,119.0,1,1,1,1,0,20,6,10,1,12.0,6,0,0,0.0,10.8,1.4,1.74,Dropout,0,0.16666666666666666,0.0,-12.0,12,1,0,2.436
39,1,9991,0,120.0,37,19,5,3,156.0,1,0,1,1,0,33,5,5,5,14.2,5,6,5,13.833333333333334,10.8,1.4,1.74,Graduate,1,1.0,1.0,-0.36666666666666536,10,10,0,2.436
39,1,9500,1,130.0,37,37,191,183,163.7,0,0,1,0,0,35,7,11,5,13.34,7,9,5,10.84,12.4,0.5,1.79,Enrolled,1,0.7142857142857143,0.7142857142857143,-2.5,14,10,0,0.895
39,1,9500,1,130.0,37,37,9,7,130.0,0,0,1,0,0,27,8,12,7,12.457142857142856,8,12,7,12.457142857142856,12.7,3.7,-1.7,Enrolled,1,0.875,0.875,0.0,16,14,0,-6.29
17,5,9773,1,122.0,38,38,7,7,123.1,1,0,0,0,0,19,6,12,3,11.0,6,12,3,12.0,9.4,-0.8,-3.12,Dropout,0,0.5,0.5,1.0,12,6,0,2.4960000000000004
39,1,9991,0,160.0,37,19,9,9,160.0,0,0,1,0,1,31,5,13,4,10.5,5,10,4,10.5,15.5,2.8,-4.06,Enrolled,1,0.8,0.8,0.0,10,8,0,-11.367999999999999
43,1,9070,1,134.0,19,37,7,7,132.7,1,0,1,1,0,22,13,13,13,14.0,12,13,12,13.0,15.5,2.8,-4.06,Graduate,1,1.0,1.0,-1.0,25,25,0,-11.367999999999999
43,1,9500,1,140.0,1,1,6,6,128.2,0,0,1,0,0,39,7,0,0,0.0,8,0,0,0.0,12.7,3.7,-1.7,Dropout,0,0.0,0.0,0.0,15,0,0,-6.29
17,1,9254,1,127.0,1,1,4,8,126.7,1,0,0,1,0,22,1,1,0,0.0,6,0,0,0.0,12.4,0.5,1.79,Dropout,0,0.0,0.0,0.0,7,0,0,0.895
39,1,9991,0,133.1,37,19,9,10,150.0,0,0,1,1,0,47,5,8,4,10.0,5,8,4,12.5,9.4,-0.8,-3.12,Enrolled,1,0.8,0.8,2.5,10,8,0,2.4960000000000004
10,1,9254,1,115.0,3,1,9,9,116.1,1,0,1,0,0,19,6,6,6,13.5,6,6,6,14.333333333333334,12.4,0.5,1.79,Graduate,1,1.0,1.0,0.8333333333333339,12,12,0,0.895
17,1,9500,1,131.0,19,37,9,9,123.8,1,0,1,0,0,19,7,0,0,0.0,8,0,0,0.0,15.5,2.8,-4.06,Dropout,0,0.0,0.0,0.0,15,0,0,-11.367999999999999
1,1,171,1,146.0,19,37,9,7,153.0,1,0,1,0,1,21,17,18,17,13.38888888888889,17,18,17,14.88888888888889,11.1,0.6,2.02,Graduate,1,1.0,1.0,1.5,34,34,0,1.212
7,1,9500,1,140.0,19,1,4,1,140.0,1,0,0,0,0,39,7,0,0,0.0,8,0,0,0.0,12.4,0.5,1.79,Dropout,0,0.0,0.0,0.0,15,0,0,0.895
17,1,171,1,135.0,19,1,4,1,131.9,1,0,1,1,0,19,12,12,12,13.583333333333334,11,12,11,13.583333333333334,8.9,1.4,3.51,Graduate,1,1.0,1.0,0.0,23,23,0,4.914
39,1,9147,1,133.1,1,1,9,4,140.0,1,1,0,1,0,24,5,5,0,0.0,5,5,0,0.0,12.7,3.7,-1.7,Dropout,0,0.0,0.0,0.0,10,0,0,-6.29
39,1,9991,0,120.0,19,19,9,9,115.0,1,0,1,1,0,27,5,9,1,10.0,5,5,0,0.0,12.7,3.7,-1.7,Dropout,0,0.2,0.0,-10.0,10,1,0,-6.29
39,1,9991,0,133.1,37,37,9,9,168.0,0,0,1,1,0,29,5,5,5,15.2,5,5,5,15.2,11.1,0.6,2.02,Graduate,1,1.0,1.0,0.0,10,10,0,1.212
17,1,9085,1,130.0,19,1,9,4,101.3,1,0,1,1,0,20,6,12,4,12.8,6,17,0,0.0,12.4,0.5,1.79,Dropout,0,0.6666666666666666,0.0,-12.8,12,4,0,0.895
1,1,9670,1,125.0,19,1,7,4,122.6,0,0,1,1,0,21,5,7,5,11.166666666666666,5,5,4,11.0,9.4,-0.8,-3.12,Dropout,0,1.0,0.8,-0.16666666666666607,10,9,0,2.4960000000000004
1,1,9500,1,151.0,1,1,4,3,132.3,0,0,1,1,0,19,8,9,7,12.828571428571427,8,9,7,12.828571428571427,12.7,3.7,-1.7,Graduate,1,0.875,0.875,0.0,16,14,0,-6.29
17,1,9773,1,112.0,1,1,5,1,111.7,0,1,0,1,0,19,6,6,6,12.5,6,10,4,12.6,15.5,2.8,-4.06,Dropout,0,1.0,0.6666666666666666,0.09999999999999964,12,10,0,-11.367999999999999
39,1,9119,1,120.0,37,37,9,9,98.7,0,0,1,1,1,28,5,12,3,10.0,5,10,3,12.4,12.4,0.5,1.79,Graduate,1,0.6,0.6,2.4000000000000004,10,6,0,0.895
15,1,9254,1,140.0,19,1,9,7,140.0,1,0,0,0,0,21,6,6,6,11.5,6,10,4,13.25,13.9,-0.3,0.79,Graduate,1,1.0,0.6666666666666666,1.75,12,10,0,-0.237
10,1,9500,1,140.0,3,3,2,9,140.0,1,1,0,0,0,23,8,11,7,11.328571428571427,8,11,7,11.328571428571427,12.7,3.7,-1.7,Dropout,0,0.875,0.875,0.0,16,14,0,-6.29
39,1,9003,1,133.1,19,19,9,4,100.7,0,0,1,0,0,39,6,15,2,13.0,6,13,3,13.0,15.5,2.8,-4.06,Enrolled,1,0.3333333333333333,0.5,0.0,12,5,0,-11.367999999999999
17,3,9500,1,143.0,38,1,9,5,133.8,1,0,1,0,0,18,7,7,6,13.033333333333331,7,7,6,13.033333333333331,7.6,2.6,0.32,Graduate,1,0.8571428571428571,0.8571428571428571,0.0,14,12,0,0.8320000000000001
15,1,9773,1,133.1,37,37,9,6,100.0,0,0,1,0,0,59,6,8,6,12.166666666666666,6,7,4,11.75,11.1,0.6,2.02,Graduate,1,1.0,0.6666666666666666,-0.4166666666666661,12,10,0,1.212
7,1,9119,1,180.0,4,3,2,7,180.0,0,1,1,1,0,30,5,6,4,14.5,5,10,3,16.2,13.9,-0.3,0.79,Enrolled,1,0.8,0.6,1.6999999999999993,10,7,0,-0.237
1,1,9085,1,136.0,1,38,9,9,130.8,1,0,1,0,0,18,5,7,5,14.4,5,5,5,13.6,12.7,3.7,-1.7,Graduate,1,1.0,1.0,-0.8000000000000007,10,10,0,-6.29
44,1,9991,0,140.0,37,37,9,9,140.0,0,0,1,0,0,41,6,10,4,12.25,7,9,6,12.5,9.4,-0.8,-3.12,Enrolled,1,0.6666666666666666,0.8571428571428571,0.25,13,10,0,2.4960000000000004
39,1,9500,1,130.0,37,19,9,8,106.2,1,0,1,0,0,27,7,14,0,0.0,7,14,0,0.0,11.1,0.6,2.02,Dropout,0,0.0,0.0,0.0,14,0,0,1.212
1,1,9238,1,141.0,38,19,9,10,125.6,1,0,1,0,1,18,6,6,6,12.666666666666666,6,6,6,12.0,9.4,-0.8,-3.12,Graduate,1,1.0,1.0,-0.6666666666666661,12,12,0,2.4960000000000004
18,5,9853,1,121.0,38,19,7,7,117.5,1,1,0,0,0,20,6,14,2,12.0,6,14,3,11.666666666666666,10.8,1.4,1.74,Dropout,0,0.3333333333333333,0.5,-0.3333333333333339,12,5,0,2.436
39,1,9119,1,120.0,37,37,4,7,122.5,0,0,0,0,0,32,5,6,0,0.0,5,5,0,0.0,12.7,3.7,-1.7,Dropout,0,0.0,0.0,0.0,10,0,0,-6.29
17,1,9147,1,129.0,38,37,3,5,132.9,1,0,1,0,0,19,5,5,3,11.666666666666666,5,10,4,10.8,9.4,-0.8,-3.12,Dropout,0,0.6,0.8,-0.8666666666666654,10,7,0,2.4960000000000004
39,1,9853,1,133.1,37,37,7,8,103.0,0,0,1,0,0,41,6,0,0,0.0,6,0,0,0.0,16.2,0.3,-0.92,Dropout,0,0.0,0.0,0.0,12,0,0,-0.276
17,5,8014,0,100.0,19,19,90,90,107.0,0,0,1,0,0,38,5,12,1,10.0,5,10,0,0.0,10.8,1.4,1.74,Dropout,0,0.2,0.0,-10.0,10,1,0,2.436
7,1,9130,1,133.1,42,1,4,9,100.0,0,0,1,1,0,35,7,8,0,0.0,6,9,0,0.0,8.9,1.4,3.51,Dropout,0,0.0,0.0,0.0,13,0,0,4.914
39,1,8014,0,133.1,34,34,0,0,100.0,1,0,1,0,0,27,6,11,4,12.25,6,16,3,12.0,7.6,2.6,0.32,Dropout,0,0.6666666666666666,0.5,-0.25,12,7,0,0.8320000000000001
17,1,9070,1,139.0,1,37,4,9,131.3,1,0,1,0,0,19,6,10,4,12.0,6,6,6,12.5,7.6,2.6,0.32,Graduate,1,0.6666666666666666,1.0,0.5,12,10,0,0.8320000000000001
18,1,9773,1,125.0,19,37,9,5,122.2,0,0,0,0,0,18,6,7,5,12.6,6,6,5,11.8,11.1,0.6,2.02,Enrolled,1,0.8333333333333334,0.8333333333333334,-0.7999999999999989,12,10,0,1.212
39,1,9991,0,133.1,34,34,0,0,118.4,0,0,0,0,0,39,5,5,0,0.0,5,5,0,0.0,7.6,2.6,0.32,Dropout,0,0.0,0.0,0.0,10,0,0,0.8320000000000001
7,1,9254,1,100.0,37,37,9,9,100.0,0,0,0,0,0,37,5,5,0,0.0,5,10,0,0.0,10.8,1.4,1.74,Dropout,0,0.0,0.0,0.0,10,0,0,2.436
39,1,9500,1,110.0,38,38,9,9,110.0,0,0,0,0,0,37,8,8,0,0.0,8,8,0,0.0,12.7,3.7,-1.7,Dropout,0,0.0,0.0,0.0,16,0,0,-6.29
43,1,8014,0,133.1,34,34,0,0,100.0,0,0,1,0,1,35,16,16,16,12.6875,13,13,13,12.0,9.4,-0.8,-3.12,Graduate,1,1.0,1.0,-0.6875,29,29,0,2.4960000000000004
43,1,9147,1,123.0,37,37,9,9,106.2,0,0,1,0,0,49,13,22,10,10.4,9,18,6,10.666666666666666,12.7,3.7,-1.7,Graduate,1,0.7692307692307693,0.6666666666666666,0.2666666666666657,22,16,0,-6.29
7,1,9147,1,110.0,37,37,9,9,110.0,0,0,1,0,0,52,15,26,14,10.466666666666669,12,16,12,10.923076923076923,13.9,-0.3,0.79,Graduate,1,0.9333333333333333,1.0,0.4564102564102548,27,26,0,-0.237
1,2,9085,1,130.0,1,38,5,5,122.3,1,0,1,0,0,18,5,10,5,14.333333333333334,5,8,5,13.0,9.4,-0.8,-3.12,Graduate,1,1.0,1.0,-1.333333333333334,10,10,0,2.4960000000000004
39,1,8014,0,133.1,37,37,9,9,112.5,0,0,1,0,1,30,7,7,6,14.666666666666666,6,7,6,14.333333333333334,10.8,1.4,1.74,Graduate,1,0.8571428571428571,1.0,-0.33333333333333215,13,12,0,2.436
1,2,9500,1,97.0,1,19,2,7,98.1,1,0,1,0,0,21,7,7,7,12.835714285714284,8,8,8,14.23125,11.1,0.6,2.02,Graduate,1,1.0,1.0,1.3955357142857157,15,15,0,1.212
1,1,9119,1,130.0,37,19,9,5,140.2,1,0,1,1,0,20,5,5,0,0.0,5,0,0,0.0,9.4,-0.8,-3.12,Dropout,0,0.0,0.0,0.0,10,0,0,2.4960000000000004
17,1,9147,1,139.0,1,38,6,6,143.6,1,1,1,1,0,18,5,9,0,0.0,5,5,0,0.0,7.6,2.6,0.32,Enrolled,1,0.0,0.0,0.0,10,0,0,0.8320000000000001
1,3,9500,1,141.0,3,19,2,10,126.8,1,0,1,1,0,18,8,8,8,13.24875,8,8,8,13.24875,9.4,-0.8,-3.12,Graduate,1,1.0,1.0,0.0,16,16,0,2.4960000000000004
15,1,33,1,133.1,2,3,2,4,100.0,0,0,1,1,0,20,7,10,7,12.857142857142858,7,7,4,12.75,8.9,1.4,3.51,Enrolled,1,1.0,0.5714285714285714,-0.10714285714285765,14,11,0,4.914
17,1,9130,1,137.0,38,19,5,7,130.0,1,0,1,0,0,21,6,12,5,13.6,6,10,4,14.25,12.4,0.5,1.79,Enrolled,1,0.8333333333333334,0.6666666666666666,0.6500000000000004,12,9,0,0.895
1,4,9147,1,116.0,1,1,3,4,113.6,1,0,1,0,1,22,5,6,3,14.0,5,8,5,12.4,11.1,0.6,2.02,Graduate,1,0.6,1.0,-1.5999999999999996,10,8,0,1.212
44,1,9130,1,140.0,19,19,5,5,140.0,1,1,0,0,0,20,6,11,3,12.0,6,11,2,11.0,12.4,0.5,1.79,Enrolled,1,0.5,0.3333333333333333,-1.0,12,5,0,0.895
17,4,9085,1,106.0,37,1,3,9,106.0,0,0,1,0,0,20,6,9,6,13.166666666666666,6,8,4,14.0,13.9,-0.3,0.79,Enrolled,1,1.0,0.6666666666666666,0.8333333333333339,12,10,0,-0.237
17,6,9238,1,135.0,1,19,7,7,126.6,1,0,1,0,1,19,6,8,6,13.625,6,7,6,12.166666666666666,12.7,3.7,-1.7,Graduate,1,1.0,1.0,-1.458333333333334,12,12,0,-6.29
17,5,9500,1,144.0,19,38,9,5,130.7,1,0,1,0,1,18,7,8,7,14.85,8,9,8,15.61111111111111,13.9,-0.3,0.79,Graduate,1,1.0,1.0,0.7611111111111111,15,15,0,-0.237
1,2,9147,1,108.0,1,19,4,4,105.9,1,0,1,1,0,21,5,9,4,10.75,5,6,5,11.4,11.1,0.6,2.02,Graduate,1,0.8,1.0,0.6500000000000004,10,9,0,1.212
15,1,9556,1,137.0,19,1,9,4,137.0,0,1,1,0,0,19,7,11,0,0.0,7,11,2,11.666666666666666,8.9,1.4,3.51,Enrolled,1,0.0,0.2857142857142857,11.666666666666666,14,2,0,4.914
43,1,9130,1,133.1,37,37,9,6,100.0,0,0,1,0,0,37,6,0,0,0.0,6,0,0,0.0,13.9,-0.3,0.79,Dropout,0,0.0,0.0,0.0,12,0,0,-0.237
1,1,8014,0,121.0,37,37,9,9,114.4,1,0,1,0,0,45,12,14,12,14.0,7,12,7,13.857142857142858,7.6,2.6,0.32,Enrolled,1,1.0,1.0,-0.14285714285714235,19,19,0,0.8320000000000001
39,1,9003,1,133.1,37,37,9,10,120.0,0,1,0,1,0,38,6,8,0,0.0,6,10,0,0.0,16.2,0.3,-0.92,Dropout,0,0.0,0.0,0.0,12,0,0,-0.276
39,1,9991,0,130.0,37,37,90,90,119.0,1,0,0,1,0,55,5,5,0,0.0,5,5,0,0.0,7.6,2.6,0.32,Dropout,0,0.0,0.0,0.0,10,0,0,0.8320000000000001
39,1,9003,1,133.1,37,37,9,7,110.0,0,1,0,0,0,28,6,17,5,13.0,6,11,4,11.75,13.9,-0.3,0.79,Dropout,0,0.8333333333333334,0.6666666666666666,-1.25,12,9,0,-0.237
7,1,9991,0,120.0,37,37,6,6,120.0,0,0,1,0,0,46,8,12,8,12.375,9,11,5,12.4,8.9,1.4,3.51,Graduate,1,1.0,0.5555555555555556,0.025000000000000355,17,13,0,4.914
39,2,9670,1,133.1,37,37,9,9,135.6,0,0,1,0,0,46,6,10,5,11.4,6,9,4,13.75,12.4,0.5,1.79,Dropout,0,0.8333333333333334,0.6666666666666666,2.3499999999999996,12,9,0,0.895
39,1,9991,0,100.0,19,37,5,5,120.7,0,0,1,0,0,28,5,9,4,11.25,5,7,4,13.0,7.6,2.6,0.32,Enrolled,1,0.8,0.8,1.75,10,8,0,0.8320000000000001
1,3,9085,1,131.0,37,19,9,8,136.3,1,1,0,0,0,18,5,7,3,13.0,5,8,3,12.0,7.6,2.6,0.32,Dropout,0,0.6,0.6,-1.0,10,6,0,0.8320000000000001
1,1,9773,1,146.0,37,37,9,7,149.2,1,0,1,1,1,21,6,6,6,13.5,6,6,6,14.166666666666666,12.7,3.7,-1.7,Graduate,1,1.0,1.0,0.6666666666666661,12,12,0,-6.29
16,2,9070,1,133.0,1,3,4,2,122.5,1,0,1,0,0,18,6,11,1,11.0,6,11,4,11.0,7.6,2.6,0.32,Enrolled,1,0.16666666666666666,0.6666666666666666,0.0,12,5,0,0.8320000000000001
43,1,9991,0,120.0,19,37,3,9,100.0,0,0,1,0,0,34,5,9,0,0.0,5,10,1,11.0,13.9,-0.3,0.79,Dropout,0,0.0,0.2,11.0,10,1,0,-0.237
17,1,9853,1,119.0,37,38,9,9,125.0,1,0,1,0,1,21,6,9,5,12.0,6,8,5,11.2,10.8,1.4,1.74,Dropout,0,0.8333333333333334,0.8333333333333334,-0.8000000000000007,12,10,0,2.436
1,1,9773,1,132.0,37,19,9,9,131.0,1,0,1,0,1,18,6,8,5,13.0,6,7,6,13.0,15.5,2.8,-4.06,Graduate,1,0.8333333333333334,1.0,0.0,12,11,0,-11.367999999999999
1,1,9147,1,132.0,38,37,7,7,131.3,1,0,1,0,0,18,5,8,4,12.0,5,8,4,12.25,9.4,-0.8,-3.12,Enrolled,1,0.8,0.8,0.25,10,8,0,2.4960000000000004
17,2,9119,1,133.1,1,2,3,3,117.0,1,0,1,1,0,21,5,10,5,11.166666666666666,5,10,3,10.8,12.4,0.5,1.79,Enrolled,1,1.0,0.6,-0.36666666666666536,10,8,0,0.895
17,1,9254,1,119.0,37,37,5,4,118.0,1,0,1,1,0,19,6,13,2,10.5,6,11,1,12.0,10.8,1.4,1.74,Dropout,0,0.3333333333333333,0.16666666666666666,1.5,12,3,0,2.436
17,2,8014,0,134.0,1,19,4,99,126.0,1,0,1,1,0,22,6,7,6,12.666666666666666,6,6,6,12.166666666666666,7.6,2.6,0.32,Graduate,1,1.0,1.0,-0.5,12,12,0,0.8320000000000001
44,1,9003,1,120.0,1,19,4,7,120.0,0,0,1,1,0,23,6,6,1,11.0,6,8,0,0.0,15.5,2.8,-4.06,Dropout,0,0.16666666666666666,0.0,-11.0,12,1,0,-11.367999999999999
1,4,9147,1,120.0,19,38,5,5,122.8,1,0,1,1,0,18,5,6,4,11.5,5,12,2,10.333333333333334,10.8,1.4,1.74,Enrolled,1,0.8,0.4,-1.166666666666666,10,6,0,2.436
17,1,9147,1,118.0,1,38,9,9,118.4,1,0,1,1,0,19,5,10,2,10.5,5,5,4,11.75,12.4,0.5,1.79,Enrolled,1,0.4,0.8,1.25,10,6,0,0.895
1,1,9670,1,127.0,1,37,4,9,128.1,0,0,1,1,0,19,5,8,4,12.5,5,6,4,11.0,7.6,2.6,0.32,Enrolled,1,0.8,0.8,-1.5,10,8,0,0.8320000000000001
1,2,9500,1,133.1,37,37,9,9,99.0,1,0,1,1,0,22,7,9,6,12.833333333333334,8,12,6,12.5,16.2,0.3,-0.92,Enrolled,1,0.8571428571428571,0.75,-0.3333333333333339,15,12,0,-0.276
1,1,9773,1,164.0,19,1,9,9,161.2,0,0,1,1,1,18,6,7,6,15.571428571428571,6,7,6,16.142857142857142,13.9,-0.3,0.79,Graduate,1,1.0,1.0,0.5714285714285712,12,12,0,-0.237
17,1,9238,1,136.0,37,37,7,7,140.9,1,0,1,1,0,18,6,10,4,12.0,6,7,5,11.8,9.4,-0.8,-3.12,Dropout,0,0.6666666666666666,0.8333333333333334,-0.1999999999999993,12,9,0,2.4960000000000004
17,1,9773,1,117.0,38,38,9,9,111.1,0,1,1,1,0,19,6,6,4,11.25,6,6,3,11.333333333333334,16.2,0.3,-0.92,Dropout,0,0.6666666666666666,0.5,0.08333333333333393,12,7,0,-0.276
17,6,9670,1,110.0,1,19,4,10,111.3,0,0,1,1,0,21,6,10,6,12.285714285714286,6,11,4,14.25,15.5,2.8,-4.06,Enrolled,1,1.0,0.6666666666666666,1.9642857142857135,12,10,0,-11.367999999999999
1,2,9254,1,125.0,1,19,4,1,121.5,1,0,1,1,0,18,6,12,5,11.0,6,11,3,10.333333333333334,9.4,-0.8,-3.12,Enrolled,1,0.8333333333333334,0.5,-0.6666666666666661,12,8,0,2.4960000000000004
44,1,9003,1,120.0,19,38,6,6,120.0,1,0,1,1,0,19,6,8,6,12.142857142857142,6,11,5,13.6,12.4,0.5,1.79,Graduate,1,1.0,0.8333333333333334,1.4571428571428573,12,11,0,0.895
39,1,9003,1,133.1,1,19,9,8,120.0,0,1,0,1,0,27,6,11,2,11.5,6,7,0,0.0,8.9,1.4,3.51,Dropout,0,0.3333333333333333,0.0,-11.5,12,2,0,4.914
